LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	No
X_Columns	Multi
Time_Pref	Absolute
Operator	Gabriel Gonsales
Date	2022/09/23
Time	10:22:44,333427831
***End_of_Header***	
	
Channels	6											
Samples	1		1		1		0		0		0	
Date	2022/09/23		2022/09/23		2022/09/23		2022/09/23		2022/09/23		2022/09/23	
Time	10:22:44,333427831		10:22:44,333427831		10:22:44,333427831		10:22:44,3459839820861816406		10:22:44,3459839820861816406		10:22:44,3459839820861816406	
Y_Unit_Label	Deg C		Deg C		Deg C							
X_Dimension	Time		Time		Time		Time		Time		Time	
X0	0,0000000000000000E+0		0,0000000000000000E+0		0,0000000000000000E+0		0,0000000000000000E+0		0,0000000000000000E+0		0,0000000000000000E+0	
Delta_X	0,001000		0,001000		0,001000		1,000000		1,000000		1,000000	
***End_of_Header***												
X_Value	Tinicio (Arith. Mean)	X_Value	Tmeio (Arith. Mean)	X_Value	Tfim (Arith. Mean)	X_Value	Untitled	X_Value	Untitled 1	X_Value	Untitled 2	Comment
0,000000	20,478026	0,000000	20,607172	0,000000	21,428549
1,000000	20,478821	1,000000	20,610507	1,000000	21,438676						
2,000000	20,478659	2,000000	20,610354	2,000000	21,439506						
3,000000	20,478870	3,000000	20,611722	3,000000	21,439587						
4,000000	20,480191	4,000000	20,609596	4,000000	21,439858						
5,000000	20,477914	5,000000	20,610572	5,000000	21,439859						
6,000000	20,478989	6,000000	20,610415	6,000000	21,439294						
7,000000	20,478629	7,000000	20,609507	7,000000	21,440104						
8,000000	20,479588	8,000000	20,610879	8,000000	21,438738						
9,000000	20,478663	9,000000	20,610837	9,000000	21,437445						
10,000000	20,478995	10,000000	20,609007	10,000000	21,436857						
11,000000	20,479286	11,000000	20,610212	11,000000	21,437208						
12,000000	20,478698	12,000000	20,610315	12,000000	21,436346						
13,000000	20,478774	13,000000	20,608924	13,000000	21,434985						
14,000000	20,479109	14,000000	20,610900	14,000000	21,433089						
15,000000	20,478938	15,000000	20,611786	15,000000	21,434668						
16,000000	20,477198	16,000000	20,611213	16,000000	21,433648						
17,000000	20,479077	17,000000	20,609289	17,000000	21,433679						
18,000000	20,478633	18,000000	20,610108	18,000000	21,433850						
19,000000	20,477950	19,000000	20,609353	19,000000	21,433218						
20,000000	20,477159	20,000000	20,609277	20,000000	21,433429						
21,000000	20,477412	21,000000	20,609252	21,000000	21,431416						
22,000000	20,477909	22,000000	20,610105	22,000000	21,431901						
23,000000	20,477505	23,000000	20,610086	23,000000	21,430656						
24,000000	20,476955	24,000000	20,609838	24,000000	21,430380						
25,000000	20,477732	25,000000	20,609476	25,000000	21,429491						
26,000000	20,476874	26,000000	20,609112	26,000000	21,428621						
27,000000	20,477981	27,000000	20,610816	27,000000	21,428413						
28,000000	20,477304	28,000000	20,609007	28,000000	21,427576						
29,000000	20,476719	29,000000	20,609981	29,000000	21,427736						
30,000000	20,476615	30,000000	20,611133	30,000000	21,426840						
31,000000	20,477746	31,000000	20,609341	31,000000	21,427576						
32,000000	20,477739	32,000000	20,610057	32,000000	21,427747						
33,000000	20,476721	33,000000	20,609638	33,000000	21,426451						
34,000000	20,475845	34,000000	20,610193	34,000000	21,426464						
35,000000	20,477393	35,000000	20,609908	35,000000	21,425757						
36,000000	20,477389	36,000000	20,608534	36,000000	21,425827						
37,000000	20,476999	37,000000	20,610328	37,000000	21,425995						
38,000000	20,478395	38,000000	20,609516	38,000000	21,425039						
39,000000	20,476788	39,000000	20,608477	39,000000	21,425351						
40,000000	20,477640	40,000000	20,609348	40,000000	21,424043						
41,000000	20,477576	41,000000	20,610246	41,000000	21,425355						
42,000000	20,477597	42,000000	20,609201	42,000000	21,424383						
43,000000	20,477247	43,000000	20,609164	43,000000	21,422973						
44,000000	20,477469	44,000000	20,609384	44,000000	21,422279						
45,000000	20,477560	45,000000	20,609825	45,000000	21,421834						
46,000000	20,476070	46,000000	20,609949	46,000000	21,422029						
47,000000	20,476473	47,000000	20,610213	47,000000	21,421982						
48,000000	20,476304	48,000000	20,610423	48,000000	21,421771						
49,000000	20,477079	49,000000	20,610027	49,000000	21,420369						
50,000000	20,476156	50,000000	20,609959	50,000000	21,420113						
51,000000	20,476040	51,000000	20,610829	51,000000	21,419720						
52,000000	20,476996	52,000000	20,610505	52,000000	21,420086						
53,000000	20,477567	53,000000	20,610985	53,000000	21,420022						
54,000000	20,477445	54,000000	20,609998	54,000000	21,419101						
55,000000	20,478328	55,000000	20,610121	55,000000	21,419652						
56,000000	20,477518	56,000000	20,610555	56,000000	21,420114						
57,000000	20,478931	57,000000	20,610767	57,000000	21,420056						
58,000000	20,479014	58,000000	20,611178	58,000000	21,419889						
59,000000	20,478874	59,000000	20,612144	59,000000	21,417136						
60,000000	20,479733	60,000000	20,611028	60,000000	21,417115						
61,000000	20,479478	61,000000	20,612211	61,000000	21,417365						
62,000000	20,479020	62,000000	20,612215	62,000000	21,415764						
63,000000	20,479793	63,000000	20,612462	63,000000	21,415112						
64,000000	20,479188	64,000000	20,612673	64,000000	21,414346						
65,000000	20,480248	65,000000	20,612551	65,000000	21,415283						
66,000000	20,480254	66,000000	20,611832	66,000000	21,413617						
67,000000	20,480211	67,000000	20,612524	67,000000	21,413305						
68,000000	20,480595	68,000000	20,614149	68,000000	21,413234						
69,000000	20,479854	69,000000	20,613314	69,000000	21,411629						
